LOCAL_AIRPORT_CODE,LOCAL_AIRPORT,AIRLINE_CODE,FLIGHT_NUMBER,FREQUENCY,ARRIVAL_DEPARTURE_FLAG,SOURCE_DESTINATION_CODE,SOURCE_DESTINATION,SCHED_TIME,TIME_ZONE,air_time,Economy,Business,X,train_number,Train Name,SEQ,Arrival time,departure_time,Distance,Source Station,Source Station Name,Dest Station Code,Dest station_name,DAY,SL,1A,2A,3A
CCU,NETAJI SUBHAS CHANDRA BOSE,6E,716,134567,1,VNS,VEER SARVARKAR,2050,IST,118,1250,5060,x,13151,JAMMU TAWI E,15,18:13:00,18:15:00,304,KOAA,KOLKATA,PNME,PARASNATH,1234567,270,540,890,1060
CCU,NETAJI SUBHAS CHANDRA BOSE,6E,674,1234567,2,AMD,VEER SARVARKAR,1835,IST,118,2130,5150,x,13151,JAMMU TAWI E,16,18:34:00,18:36:00,331,KOAA,KOLKATA,HZD,HAZARIBAGH R,134567,300,370,760,1070
CCU,NETAJI SUBHAS CHANDRA BOSE,6E,875,1234567,2,BLR,VEER SARVARKAR,1715,IST,118,1490,7790,x,13151,JAMMU TAWI E,17,18:53:00,18:55:00,353,KOAA,KOLKATA,PSB,PARSABAD,2,240,440,850,960
CCU,NETAJI SUBHAS CHANDRA BOSE,I5,549,1234567,2,IXR,JAIPUR,1550,IST,118,2150,6380,x,13151,JAMMU TAWI E,18,19:14:00,19:16:00,379,KOAA,KOLKATA,KQR,KODERMA,1234567,270,370,660,1010
CCU,NETAJI SUBHAS CHANDRA BOSE,6E,238,1234567,2,JAI,JAIPUR,530,IST,118,2840,5010,x,13151,JAMMU TAWI E,19,19:26:00,19:28:00,389,KOAA,KOLKATA,GJD,GUJHANDI,1234567,290,420,900,940
CCU,NETAJI SUBHAS CHANDRA BOSE,6E,713,1234567,2,VNS,JAIPUR,820,IST,118,1670,5400,x,13151,JAMMU TAWI E,20,19:52:00,19:54:00,411,KOAA,KOLKATA,GAP,GURPA,1234567,190,610,800,930
CCU,NETAJI SUBHAS CHANDRA BOSE,6E,125,1234567,1,AMD,JAIPUR,910,IST,119,1640,5580,x,13151,JAMMU TAWI E,21,20:07:00,20:09:00,423,KOAA,KOLKATA,PRP,PAHARPUR,1234567,280,640,710,1080
CCU,NETAJI SUBHAS CHANDRA BOSE,SG,272,1234567,1,DEL,JAIPUR,1140,IST,119,1960,5900,x,13151,JAMMU TAWI E,22,20:22:00,20:24:00,435,KOAA,KOLKATA,TKN,TANKUPPA,1234567,210,500,770,930
CCU,NETAJI SUBHAS CHANDRA BOSE,S2,4364,1234567,1,GAU,JAIPUR,1710,IST,119,2190,5220,x,13151,JAMMU TAWI E,23,21:05:00,21:10:00,455,KOAA,KOLKATA,GAYA,GAYA JN.,1234567,170,350,740,900
CCU,NETAJI SUBHAS CHANDRA BOSE,AI,714,6,1,IMF,JAIPUR,1615,IST,119,2170,7140,x,13151,JAMMU TAWI E,24,21:27:00,21:29:00,477,KOAA,KOLKATA,GRRU,GURARU,1234567,240,610,740,1040
CCU,NETAJI SUBHAS CHANDRA BOSE,6E,875,1234567,1,IMF,JAIPUR,1635,IST,119,1840,6580,x,13151,JAMMU TAWI E,25,21:41:00,21:43:00,493,KOAA,KOLKATA,RFJ,RAFIGANJ,1234567,130,620,820,980
CCU,NETAJI SUBHAS CHANDRA BOSE,6E,175,1234567,1,JAI,JAIPUR,10,IST,119,2440,5540,x,13151,JAMMU TAWI E,26,21:53:00,21:55:00,504,KOAA,KOLKATA,JHN,JAKHIM,1234567,240,330,810,1060
CCU,NETAJI SUBHAS CHANDRA BOSE,6E,972,1234567,1,SXR,JAIPUR,1320,IST,119,1360,5040,x,13151,JAMMU TAWI E,27,22:09:00,22:11:00,524,KOAA,KOLKATA,AUBR,ANUGRAH NARA,5,180,550,870,1060
CCU,NETAJI SUBHAS CHANDRA BOSE,9W,678,1234567,2,BLR,JAIPUR,600,IST,119,1950,7930,x,13151,JAMMU TAWI E,28,22:20:00,22:22:00,534,KOAA,KOLKATA,SEB,SON NAGAR JN,1234567,200,520,680,990
CCU,NETAJI SUBHAS CHANDRA BOSE,SG,658,1234567,2,BLR,JAIPUR,1710,IST,119,1060,6940,x,13151,JAMMU TAWI E,29,22:32:00,22:34:00,540,KOAA,KOLKATA,DOS,DEHRI-ON-SON,134567,190,550,690,950
CCU,NETAJI SUBHAS CHANDRA BOSE,9W,618,123457,2,BOM,JAIPUR,620,IST,119,2900,5830,x,13151,JAMMU TAWI E,30,22:46:00,22:48:00,558,KOAA,KOLKATA,SSM,SASARAM,134567,280,530,680,1100
CCU,NETAJI SUBHAS CHANDRA BOSE,6E,6616,1234567,2,DEL,JAIPUR,1305,IST,119,2240,6810,x,13151,JAMMU TAWI E,31,23:06:00,23:08:00,583,KOAA,KOLKATA,KTQ,KUDRA,134567,220,360,780,970
CCU,NETAJI SUBHAS CHANDRA BOSE,AI,709,12347,2,DMU,JAIPUR,1120,IST,119,1600,7580,x,13151,JAMMU TAWI E,32,23:23:00,23:25:00,606,KOAA,KOLKATA,BBU,BHABUA ROAD,1234567,140,460,680,960
CCU,NETAJI SUBHAS CHANDRA BOSE,AI,709,5,2,DMU,CHAUDARY CHARAN SINGH,1300,IST,119,2780,5970,x,13151,JAMMU TAWI E,33,23:45:00,23:47:00,634,KOAA,KOLKATA,SYJ,SAIDRAJA,1234567,160,520,810,940
CCU,NETAJI SUBHAS CHANDRA BOSE,6E,725,1234567,2,HYD,CHAUDARY CHARAN SINGH,2040,IST,119,2050,6630,x,13151,JAMMU TAWI E,34,23:55:00,23:57:00,643,KOAA,KOLKATA,CDMR,CHANDAULI MA,1234567,230,620,810,1090
CCU,NETAJI SUBHAS CHANDRA BOSE,SG,263,1234567,2,IXA,CHAUDARY CHARAN SINGH,835,IST,119,2550,5530,x,13151,JAMMU TAWI E,35,1:25:00,1:45:00,659,KOAA,KOLKATA,MGS,MUGHAL SARAI,1234567,260,470,700,970
CCU,NETAJI SUBHAS CHANDRA BOSE,6E,676,12345,1,BLR,CHAUDARY CHARAN SINGH,2210,IST,120,2010,7980,x,13151,JAMMU TAWI E,36,2:16:00,2:18:00,672,KOAA,KOLKATA,KEI,KASHI,23457,220,330,800,1000
CCU,NETAJI SUBHAS CHANDRA BOSE,AI,675,1234567,1,BOM,CHAUDARY CHARAN SINGH,845,IST,120,1350,5750,x,13151,JAMMU TAWI E,37,2:35:00,2:50:00,677,KOAA,KOLKATA,BSB,VARANASI JN.,23457,270,360,820,910
CCU,NETAJI SUBHAS CHANDRA BOSE,9W,617,1234567,1,BOM,CHAUDARY CHARAN SINGH,2145,IST,120,2860,7580,x,13151,JAMMU TAWI E,38,3:42:00,3:44:00,735,KOAA,KOLKATA,JNU,JAUNPUR JN.,1234567,160,540,870,1080
CCU,NETAJI SUBHAS CHANDRA BOSE,9W,903,1234567,1,DEL,CHAUDARY CHARAN SINGH,930,IST,120,2060,5820,x,13151,JAMMU TAWI E,39,4:12:00,4:17:00,768,KOAA,KOLKATA,SHG,SHAHGANJ JN.,1234567,200,440,880,1100
CCU,NETAJI SUBHAS CHANDRA BOSE,G8,546,1234567,1,GAU,CHAUDARY CHARAN SINGH,1215,IST,120,1010,7090,x,13151,JAMMU TAWI E,40,4:37:00,4:38:00,793,KOAA,KOLKATA,MLPR,MALIPUR,1234567,190,580,720,910
CCU,NETAJI SUBHAS CHANDRA BOSE,6E,275,1234567,1,IXA,CHAUDARY CHARAN SINGH,1400,IST,120,2530,7900,x,13151,JAMMU TAWI E,41,4:56:00,4:58:00,812,KOAA,KOLKATA,ABP,AKBARPUR JN.,1234567,300,520,790,1050
CCU,NETAJI SUBHAS CHANDRA BOSE,AI,3708,4,1,IXZ,CHENNAI,210,IST,120,1630,7060,x,13151,JAMMU TAWI E,42,5:21:00,5:22:00,834,KOAA,KOLKATA,GGJ,GOSHAINGANJ,12347,240,600,820,1100
CCU,NETAJI SUBHAS CHANDRA BOSE,AI,508,1234567,2,BLR,CHENNAI,1415,IST,120,2490,6560,x,13151,JAMMU TAWI E,43,5:54:00,5:56:00,866,KOAA,KOLKATA,AY,AYODHYA,12347,180,550,880,950
CCU,NETAJI SUBHAS CHANDRA BOSE,6E,974,1234567,2,DEL,CHENNAI,1910,IST,120,2620,5160,x,13151,JAMMU TAWI E,44,6:06:00,6:07:00,870,KOAA,KOLKATA,ACND,ACHARYA NARE,5,210,410,700,1060
CCU,NETAJI SUBHAS CHANDRA BOSE,SG,846,1234567,2,HYD,CHENNAI,2120,IST,120,2520,7660,x,13151,JAMMU TAWI E,45,6:20:00,6:25:00,873,KOAA,KOLKATA,FD,FAIZABAD JN.,5,100,640,760,950
CCU,NETAJI SUBHAS CHANDRA BOSE,9W,9803,135,2,IMF,CHENNAI,1020,IST,120,2710,5880,x,13151,JAMMU TAWI E,46,6:41:00,6:42:00,888,KOAA,KOLKATA,SLW,SOHWAL,1234567,300,370,680,1020
CCU,NETAJI SUBHAS CHANDRA BOSE,6E,4114,2357,2,IMF,CHENNAI,1115,IST,120,2450,6640,x,13151,JAMMU TAWI E,47,7:25:00,7:26:00,911,KOAA,KOLKATA,RDL,RUDAULI,1234567,270,580,660,1040
CCU,NETAJI SUBHAS CHANDRA BOSE,I5,541,1234567,2,IXR,CHENNAI,745,IST,120,1160,7630,x,13151,JAMMU TAWI E,48,8:11:00,8:12:00,934,KOAA,KOLKATA,DYD,DARYABAD,1234567,140,600,700,1070
CCU,NETAJI SUBHAS CHANDRA BOSE,6E,238,1234567,2,JAI,CHENNAI,500,IST,120,1820,6140,x,13151,JAMMU TAWI E,49,8:35:00,8:36:00,954,KOAA,KOLKATA,SGJ,SAFDARGANJ,246,240,620,810,910
CCU,NETAJI SUBHAS CHANDRA BOSE,SG,517,1234567,1,BLR,CHENNAI,2035,IST,121,1350,7790,x,13151,JAMMU TAWI E,50,9:11:00,9:13:00,972,KOAA,KOLKATA,BBK,BARA BANKI J,1357,280,440,670,1080
CCU,NETAJI SUBHAS CHANDRA BOSE,6E,6237,1234567,1,BOM,CHENNAI,45,IST,121,1930,5480,x,13151,JAMMU TAWI E,51,10:20:00,10:45:00,1000,KOAA,KOLKATA,LKO,LUCKNOW JN.,1234567,180,620,780,950
CCU,NETAJI SUBHAS CHANDRA BOSE,9W,625,1234567,1,BOM,CHENNAI,2035,IST,121,1420,5790,x,13151,JAMMU TAWI E,52,11:17:00,11:18:00,1025,KOAA,KOLKATA,MLD,MALIHABAD,1234567,440,650,1080,1490
CCU,NETAJI SUBHAS CHANDRA BOSE,6E,275,1234567,1,IXA,CHENNAI,1320,IST,121,2480,6860,x,13151,JAMMU TAWI E,53,11:36:00,11:38:00,1049,KOAA,KOLKATA,SAN,SANDILA,2,330,790,1160,1450
CCU,NETAJI SUBHAS CHANDRA BOSE,6E,207,1234567,1,JAI,CHENNAI,1010,IST,121,2710,7450,x,13151,JAMMU TAWI E,54,11:55:00,11:57:00,1069,KOAA,KOLKATA,BLM,BALAMAU JN.,134567,520,670,1040,1300
CCU,NETAJI SUBHAS CHANDRA BOSE,G8,262,1234567,1,LKO,CHENNAI,1800,IST,121,1150,6790,x,13151,JAMMU TAWI E,55,12:30:00,12:35:00,1102,KOAA,KOLKATA,HRI,HARDOI,1234567,400,660,1050,1390
CCU,NETAJI SUBHAS CHANDRA BOSE,9W,925,1234567,1,MAA,CHENNAI,1230,IST,121,2150,5460,x,13151,JAMMU TAWI E,56,13:30:00,13:35:00,1158,KOAA,KOLKATA,ROZA,ROZA JN,1234567,560,670,940,1360
CCU,NETAJI SUBHAS CHANDRA BOSE,SG,516,1234567,2,BLR,CHENNAI,655,IST,121,1100,6170,x,13151,JAMMU TAWI E,57,13:52:00,13:57:00,1165,KOAA,KOLKATA,SPN,SHAHJAHANPUR,1234567,330,760,950,1380
CCU,NETAJI SUBHAS CHANDRA BOSE,6E,425,1234567,2,BOM,CHENNAI,1055,IST,121,3000,7260,x,13151,JAMMU TAWI E,58,14:13:00,14:15:00,1183,KOAA,KOLKATA,TLH,TILHAR,1234567,350,710,1220,1320
CCU,NETAJI SUBHAS CHANDRA BOSE,9W,616,1234567,2,BOM,CHENNAI,1850,IST,121,2850,5540,x,13151,JAMMU TAWI E,59,14:41:00,14:43:00,1216,KOAA,KOLKATA,PMR,PITAMBARPUR,1234567,320,750,1240,1320
CCU,NETAJI SUBHAS CHANDRA BOSE,9W,2315,1234567,2,DEL,CHENNAI,655,IST,121,1020,7900,x,13151,JAMMU TAWI E,60,15:10:00,15:15:00,1236,KOAA,KOLKATA,BE,BAREILLY JN.,1234567,460,830,930,1310
CCU,NETAJI SUBHAS CHANDRA BOSE,6E,854,1234567,2,DEL,CHENNAI,850,IST,121,1750,6000,x,13151,JAMMU TAWI E,61,15:26:00,15:28:00,1243,KOAA,KOLKATA,CBJ,CLUTTERBUCKG,1234567,490,690,980,1460
CCU,NETAJI SUBHAS CHANDRA BOSE,9W,609,1234567,2,IXB,CHENNAI,1450,IST,121,2700,5760,x,13151,JAMMU TAWI E,62,15:54:00,15:56:00,1276,KOAA,KOLKATA,MIL,MILAK,6,380,770,980,1340
CCU,NETAJI SUBHAS CHANDRA BOSE,6E,844,1234567,2,LKO,CHENNAI,400,IST,121,2830,6850,x,13151,JAMMU TAWI E,63,16:20:00,16:25:00,1299,KOAA,KOLKATA,RMU,RAMPUR,1234567,350,620,1290,1480
CCU,NETAJI SUBHAS CHANDRA BOSE,6E,856,1234567,2,LKO,CHENNAI,1835,IST,121,2720,7710,x,13151,JAMMU TAWI E,64,17:08:00,17:18:00,1326,KOAA,KOLKATA,MB,MORADABAD JN,1234567,380,760,1240,1420
CCU,NETAJI SUBHAS CHANDRA BOSE,SG,277,1234567,2,MAA,CHENNAI,1150,IST,121,1990,6150,x,13151,JAMMU TAWI E,65,17:53:00,17:55:00,1355,KOAA,KOLKATA,KNT,KANTH,23457,490,780,1110,1320
CCU,NETAJI SUBHAS CHANDRA BOSE,6E,344,1234567,1,BLR,CHENNAI,1110,IST,122,1640,7820,x,13151,JAMMU TAWI E,66,18:10:00,18:12:00,1372,KOAA,KOLKATA,SEO,SEOHARA,16,590,680,940,1350
CCU,NETAJI SUBHAS CHANDRA BOSE,6E,202,1234567,1,IMF,CHENNAI,1220,IST,122,2400,6930,x,13151,JAMMU TAWI E,67,18:26:00,18:28:00,1386,KOAA,KOLKATA,DPR,DHAMPUR,2,440,760,1010,1500
CCU,NETAJI SUBHAS CHANDRA BOSE,AI,714,6,1,IMF,CHENNAI,1615,IST,122,2360,7730,x,13151,JAMMU TAWI E,68,18:44:00,18:46:00,1402,KOAA,KOLKATA,NGG,NAGINA,2,350,670,1250,1310
CCU,NETAJI SUBHAS CHANDRA BOSE,9W,668,1234567,1,IXS,CHENNAI,1700,IST,122,2950,5200,x,13151,JAMMU TAWI E,69,19:10:00,19:15:00,1424,KOAA,KOLKATA,NBD,NAJIBABAD JN,123457,340,640,1190,1440
CCU,NETAJI SUBHAS CHANDRA BOSE,6E,175,1234567,1,JAI,CHENNAI,2350,IST,122,1120,6720,x,13151,JAMMU TAWI E,70,19:32:00,19:34:00,1443,KOAA,KOLKATA,CNK,CHANDOK,1234567,500,800,1140,1320
CCU,NETAJI SUBHAS CHANDRA BOSE,6E,627,1234567,1,LKO,DR.BABASAHED AMBEDKAR,1415,IST,122,1090,5970,x,13151,JAMMU TAWI E,71,19:52:00,19:54:00,1458,KOAA,KOLKATA,RSI,RAISI,1234567,310,810,1100,1380
CCU,NETAJI SUBHAS CHANDRA BOSE,SG,264,1234567,2,DEL,DR.BABASAHED AMBEDKAR,2050,IST,122,1550,6960,x,13151,JAMMU TAWI E,72,20:10:00,20:13:00,1466,KOAA,KOLKATA,LRJ,LAKSAR JN.,1234567,390,800,1030,1350
CCU,NETAJI SUBHAS CHANDRA BOSE,9W,9805,2,2,GAU,DR.BABASAHED AMBEDKAR,1020,IST,122,1250,7820,x,13151,JAMMU TAWI E,73,20:34:00,20:37:00,1484,KOAA,KOLKATA,RK,ROORKEE,1234567,340,780,970,1310
CCU,NETAJI SUBHAS CHANDRA BOSE,AI,715,5,2,IMF,JAY PRAKASH NARAYAN,1120,IST,122,1660,6190,x,13151,JAMMU TAWI E,74,21:25:00,21:35:00,1519,KOAA,KOLKATA,SRE,SAHARANPUR J,1234567,490,840,1280,1360
CCU,NETAJI SUBHAS CHANDRA BOSE,6E,139,1234567,2,IXA,JAY PRAKASH NARAYAN,730,IST,122,2320,7080,x,13151,JAMMU TAWI E,75,22:02:00,22:03:00,1549,KOAA,KOLKATA,YJUD,YAMUNANAGER,1234567,560,750,1180,1340
CCU,NETAJI SUBHAS CHANDRA BOSE,AI,743,1234567,2,IXA,JAY PRAKASH NARAYAN,955,IST,122,1200,6010,x,13151,JAMMU TAWI E,76,22:09:00,22:11:00,1554,KOAA,KOLKATA,JUDW,JAGADHRI WOR,1234567,570,830,1240,1400
CCU,NETAJI SUBHAS CHANDRA BOSE,6E,345,134567,2,MAA,JAY PRAKASH NARAYAN,945,IST,122,1430,5710,x,13151,JAMMU TAWI E,77,23:00:00,23:10:00,1600,KOAA,KOLKATA,UMB,AMBALA CANTT,1234567,400,640,1070,1410
CCU,NETAJI SUBHAS CHANDRA BOSE,9W,926,1234567,2,MAA,JAY PRAKASH NARAYAN,1325,IST,122,2850,5450,x,13151,JAMMU TAWI E,78,23:24:00,23:25:00,1607,KOAA,KOLKATA,UBC,AMBALA CITY,1234567,490,600,1070,1470
CCU,NETAJI SUBHAS CHANDRA BOSE,SG,517,1234567,1,BLR,JAY PRAKASH NARAYAN,2035,IST,123,1520,5170,x,13151,JAMMU TAWI E,79,23:50:00,23:51:00,1628,KOAA,KOLKATA,RPJ,RAJPURA JN.,1234567,390,830,1070,1350
CCU,NETAJI SUBHAS CHANDRA BOSE,6E,676,1234567,1,BLR,JAY PRAKASH NARAYAN,2145,IST,123,2930,5210,x,13151,JAMMU TAWI E,80,0:13:00,0:15:00,1653,KOAA,KOLKATA,SIR,SIRHIND JN.,1234567,510,780,1200,1360
CCU,NETAJI SUBHAS CHANDRA BOSE,6E,292,1234567,1,MAA,JAY PRAKASH NARAYAN,1520,IST,123,2530,6020,x,13151,JAMMU TAWI E,81,0:29:00,0:30:00,1671,KOAA,KOLKATA,KNN,KHANNA,1234567,460,760,1270,1490
CCU,NETAJI SUBHAS CHANDRA BOSE,9W,9807,67,2,AJL,JAY PRAKASH NARAYAN,1020,IST,123,1020,7140,x,13151,JAMMU TAWI E,82,1:45:00,1:55:00,1714,KOAA,KOLKATA,LDH,LUDHIANA JN.,1234567,460,670,1200,1350
CCU,NETAJI SUBHAS CHANDRA BOSE,SG,3281,1234567,2,AJL,JAY PRAKASH NARAYAN,1105,IST,123,2390,7450,x,13151,JAMMU TAWI E,83,2:08:00,2:10:00,1727,KOAA,KOLKATA,PHR,PHILLAUR JN.,1234567,500,770,1290,1320
CCU,NETAJI SUBHAS CHANDRA BOSE,6E,506,1234567,2,BLR,PUNE,2255,IST,123,1360,7890,x,13151,JAMMU TAWI E,84,2:29:00,2:31:00,1749,KOAA,KOLKATA,PGW,PHAGWARA JN.,1234567,350,700,930,1430
CCU,NETAJI SUBHAS CHANDRA BOSE,AI,773,2347,2,BOM,PUNE,1650,IST,123,1750,5040,x,13151,JAMMU TAWI E,85,2:52:00,2:57:00,1766,KOAA,KOLKATA,JRC,JALANDHAR CA,1234567,350,740,1020,1420
CCU,NETAJI SUBHAS CHANDRA BOSE,6E,788,1234567,2,HYD,PUNE,540,IST,123,2040,7030,x,13151,JAMMU TAWI E,86,3:33:00,3:35:00,1808,KOAA,KOLKATA,TDO,TANDA-URMAR,1234567,510,620,930,1400
CCU,NETAJI SUBHAS CHANDRA BOSE,SG,3287,1234567,2,IXB,PUNE,1530,IST,123,1240,5240,x,13151,JAMMU TAWI E,87,4:14:00,4:16:00,1823,KOAA,KOLKATA,DZA,DASUA,1234567,440,660,1200,1340
CCU,NETAJI SUBHAS CHANDRA BOSE,6E,271,1234567,2,MAA,PUNE,600,IST,123,1150,6560,x,13151,JAMMU TAWI E,88,4:34:00,4:36:00,1839,KOAA,KOLKATA,MEX,MUKERIAN,1234567,310,840,1080,1390
CCU,NETAJI SUBHAS CHANDRA BOSE,9W,2672,1234567,1,AJL,PUNE,1520,IST,124,2810,6470,x,13151,JAMMU TAWI E,89,6:13:00,6:18:00,1879,KOAA,KOLKATA,PTKC,PATHANKOT CA,1234567,430,680,1290,1410
CCU,NETAJI SUBHAS CHANDRA BOSE,6E,557,1234567,1,BBI,PUNE,1115,IST,124,2240,5940,x,13151,JAMMU TAWI E,90,6:31:00,6:33:00,1887,KOAA,KOLKATA,SJNP,SUJANPUR,1234567,570,790,1040,1460
CCU,NETAJI SUBHAS CHANDRA BOSE,S2,4661,2,1,BLR,PUNE,1730,IST,124,1510,5660,x,13151,JAMMU TAWI E,91,6:50:00,6:52:00,1902,KOAA,KOLKATA,KTHU,KATHUA,1234567,440,640,970,1480
CCU,NETAJI SUBHAS CHANDRA BOSE,6E,676,1234567,1,BLR,PUNE,2145,IST,124,2690,7970,x,13151,JAMMU TAWI E,92,7:18:00,7:19:00,1927,KOAA,KOLKATA,CKDL,CHAKDAYALA,1234567,400,680,1160,1400
CCU,NETAJI SUBHAS CHANDRA BOSE,9W,2263,1234567,1,DEL,SWAMI VIVEKANANDA,435,IST,124,1410,6600,x,13151,JAMMU TAWI E,93,7:23:00,7:25:00,1931,KOAA,KOLKATA,HRNR,HIRA NAGAR,1234567,440,790,1180,1460
CCU,NETAJI SUBHAS CHANDRA BOSE,6E,377,1234567,1,DEL,SWAMI VIVEKANANDA,1030,IST,124,1690,7630,x,13151,JAMMU TAWI E,94,7:44:00,7:46:00,1945,KOAA,KOLKATA,SMBX,SAMBA,1234567,430,650,1100,1360
CCU,NETAJI SUBHAS CHANDRA BOSE,AI,710,5,1,DMU,SWAMI VIVEKANANDA,1605,IST,124,2000,7320,x,13151,JAMMU TAWI E,95,8:07:00,8:09:00,1957,KOAA,KOLKATA,VJPJ,VIJAYPUR JAM,1234567,600,740,990,1340
CCU,NETAJI SUBHAS CHANDRA BOSE,6E,599,1234567,1,HYD,SWAMI VIVEKANANDA,1100,IST,124,1050,6280,x,13151,JAMMU TAWI E,96,9:10:00,9:10:00,1978,KOAA,KOLKATA,JAT,JAMMU TAWI,1234567,350,740,1210,1350
CCU,NETAJI SUBHAS CHANDRA BOSE,9W,9804,135,1,IMF,SWAMI VIVEKANANDA,1325,IST,124,1710,5810,x,13155,MITHILANCHAL,2,21:45:00,21:47:00,33,KOAA,KOLKATA,NH,NAIHATI JN.,1234567,250,340,890,1060
CCU,NETAJI SUBHAS CHANDRA BOSE,6E,6488,1234567,1,IXA,SWAMI VIVEKANANDA,1115,IST,124,2870,7420,x,13155,MITHILANCHAL,3,23:20:00,23:25:00,109,KOAA,KOLKATA,BWN,BARDDHAMAN J,1234567,280,490,690,990
CCU,NETAJI SUBHAS CHANDRA BOSE,6E,994,1234567,1,IXR,SHILLONG,1415,IST,124,2570,5990,x,13155,MITHILANCHAL,4,0:15:00,0:17:00,172,KOAA,KOLKATA,DGR,DURGAPUR,1234567,130,330,740,1020
CCU,NETAJI SUBHAS CHANDRA BOSE,6E,797,1234567,1,MAA,SARAT,1020,IST,124,1410,6560,x,13155,MITHILANCHAL,5,0:52:00,1:12:00,214,KOAA,KOLKATA,ASN,ASANSOL MAIN,1234567,160,420,790,970
CCU,NETAJI SUBHAS CHANDRA BOSE,AI,711,1234,2,AJL,SHEIKH UL ALAM,1300,IST,124,2840,7820,x,13155,MITHILANCHAL,6,1:35:00,1:37:00,239,KOAA,KOLKATA,CRJ,CHITTARANJAN,1234567,200,310,800,1040
CCU,NETAJI SUBHAS CHANDRA BOSE,6E,144,1234567,2,AMD,TRIVANDRUM,1850,IST,124,2440,5280,x,13155,MITHILANCHAL,7,2:16:00,2:21:00,295,KOAA,KOLKATA,MDP,MADHUPUR JN.,7,280,320,880,910
CCU,NETAJI SUBHAS CHANDRA BOSE,6E,362,1234567,2,AMD,LAL BAHADUR SHASTRI,2240,IST,124,2940,5990,x,13155,MITHILANCHAL,8,2:47:00,2:52:00,324,KOAA,KOLKATA,JSME,JASIDIH JN.,7,120,310,870,1100
CCU,NETAJI SUBHAS CHANDRA BOSE,6E,3869,2,2,BBI,LAL BAHADUR SHASTRI,1945,IST,124,1620,7430,x,13155,MITHILANCHAL,9,4:10:00,4:20:00,368,KOAA,KOLKATA,JAJ,JHAJHA,1234567,180,360,890,920
CCU,NETAJI SUBHAS CHANDRA BOSE,6E,918,1234567,2,DEL,LAL BAHADUR SHASTRI,945,IST,124,1090,5160,x,13155,MITHILANCHAL,10,5:12:00,5:14:00,423,KOAA,KOLKATA,LKR,LUCKEESARAI,1234567,260,450,900,1040
CCU,NETAJI SUBHAS CHANDRA BOSE,9W,904,2,2,DEL,LAL BAHADUR SHASTRI,1845,IST,124,1660,7100,x,13155,MITHILANCHAL,11,6:30:00,6:40:00,461,KOAA,KOLKATA,BJU,BARAUNI JN.,1234567,200,500,760,1090
CCU,NETAJI SUBHAS CHANDRA BOSE,6E,788,1234567,2,HYD,LAL BAHADUR SHASTRI,605,IST,124,2410,5390,x,13155,MITHILANCHAL,12,7:09:00,7:11:00,489,KOAA,KOLKATA,DSS,DALSINGH SAR,1234567,150,590,850,940
CCU,NETAJI SUBHAS CHANDRA BOSE,6E,676,1234567,1,BLR,LAL BAHADUR SHASTRI,2145,IST,125,2920,6220,x,13155,MITHILANCHAL,13,7:40:00,8:05:00,512,KOAA,KOLKATA,SPJ,SAMASTIPUR J,1234567,130,370,780,1040
CCU,NETAJI SUBHAS CHANDRA BOSE,6E,206,1234567,1,DIB,LAL BAHADUR SHASTRI,1615,IST,125,1120,7050,x,13155,MITHILANCHAL,14,8:43:00,8:48:00,545,KOAA,KOLKATA,LSI,LAHERIA SARA,1234567,240,460,840,1010
CCU,NETAJI SUBHAS CHANDRA BOSE,6E,596,1234567,1,GAU,LAL BAHADUR SHASTRI,1545,IST,125,1990,7960,x,13155,MITHILANCHAL,15,9:00:00,9:10:00,550,KOAA,KOLKATA,DBG,DARBHANGA JN,1234567,220,480,730,1080
CCU,NETAJI SUBHAS CHANDRA BOSE,6E,358,146,1,IMF,VISAKHAPATNAM,1540,IST,125,2010,5000,x,13155,MITHILANCHAL,16,9:30:00,9:32:00,573,KOAA,KOLKATA,KML,KAMTAUL,1234567,130,610,650,1000
CCU,NETAJI SUBHAS CHANDRA BOSE,AI,744,1234567,1,IXA,VISAKHAPATNAM,1220,IST,125,1100,7120,x,13155,MITHILANCHAL,17,9:43:00,9:45:00,584,KOAA,KOLKATA,JGA,JOGIARA,1234567,160,440,710,1060
CCU,NETAJI SUBHAS CHANDRA BOSE,S2,4264,1234567,1,IXZ,VISAKHAPATNAM,1015,IST,125,1480,7390,x,13155,MITHILANCHAL,18,9:53:00,9:55:00,592,KOAA,KOLKATA,JNR,JANAKPUR ROA,1234567,130,310,790,1020
CCU,NETAJI SUBHAS CHANDRA BOSE,6E,857,1234567,1,LKO,VISAKHAPATNAM,1315,IST,125,1990,5250,x,13155,MITHILANCHAL,19,11:00:00,11:00:00,618,KOAA,KOLKATA,SMI,SITAMARHI,1234567,250,320,870,1040
CCU,NETAJI SUBHAS CHANDRA BOSE,6E,292,1234567,1,MAA,VISAKHAPATNAM,1640,IST,125,1150,5560,x,13157,TRIHUT EXP,2,21:45:00,21:47:00,33,KOAA,KOLKATA,NH,NAIHATI JN.,1234567,150,620,770,960
